Time,Position,Level,Experience,Technology,Location,Way_of_working,Employees_number,Salary_type,Salary
2023-01-22 21:18:24.221,Yönetici / Müdür,Junior,1-3 Yıl,Proje yönetici ,Türkiye,Hybrid,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:18:59.225,Fullstack Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:21:40.445,ABAP Developer,Junior,1-3 Yıl,Abap,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:22:14.622,Fullstack Developer,Mid,4-6 Yıl,PHP / Laravel,Türkiye,Hybrid,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:22:56.240,Backend Developer,Mid,4-6 Yıl,"Vue, NodeJS, Javascript, C# / .NET Framework, PHP / Laravel",Türkiye,Remote,30-50,Dolar,36.000 - 40.000 TL
2023-01-22 21:24:16.339,Mobile Developer,Tanımsız,1-3 Yıl,Swift,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:24:19.190,Data Engineer,Junior,0-1 Yıl,Python,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:24:31.357,Fullstack Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
2023-01-22 21:24:37.840,Tester ,Mid,1-3 Yıl,Manuel ,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:25:09.868,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Remote,100-300,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:25:18.330,Mobile Developer,Junior,1-3 Yıl,Flutter,Türkiye,Hybrid,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:26:58.324,Backend Developer,Mid,1-3 Yıl,Python / Django,Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
2023-01-22 21:27:02.942,Backend Developer,Senior,4-6 Yıl,PHP / Laravel,Yurtdışı,Remote,10-30,Euro,46.000 - 50.000 TL
2023-01-22 21:27:23.201,Frontend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 21:28:11.063,Frontend Developer,Mid,4-6 Yıl,React / NextJS,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:28:13.798,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,61.000 - 65.000 TL
2023-01-22 21:28:14.634,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:30:21.848,Software QA Engineer,Junior,0-1 Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Hybrid,1000-2000,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:30:27.705,Fullstack Developer,Junior,0-1 Yıl,"C# / .NET Framework, Extjs",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:30:54.539,Backend Developer,Junior,0-1 Yıl,PHP / Laravel,Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:30:55.954,Mobile Developer,Junior,0-1 Yıl,"NodeJS, Javascript, C# / .NET Framework, Python-Django",Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:31:04.304,Backend Developer,Mid,1-3 Yıl,Python/Flask,Yurtdışı,Remote,0-10,Dolar,46.000 - 50.000 TL
2023-01-22 21:31:24.285,Architect / Mimar,Senior,10+ Yıl,"React / NextJS, Angular, NodeJS, Javascript, C# / .NET Framework, C / C++",Türkiye,Remote,100-300,Türk Lirası,56.000 - 60.000 TL
2023-01-22 21:31:28.564,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:31:35.904,Fullstack Developer,Junior,1-3 Yıl,"Javascript, PHP / Laravel",Türkiye,Remote,1000-2000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:32:17.152,Mobile Developer,Junior,0-1 Yıl,Kotlin,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:32:19.804,Fullstack Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:32:29.277,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,50-100,Türk Lirası,31.000 - 35.000 TL
2023-01-22 21:33:20.821,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Remote,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:33:39.003,Data Scientist,Junior,1-3 Yıl,"Python, Sql",Türkiye,Hybrid,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:34:45.020,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, React Native",Yurtdışı,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:35:03.387,Mobile Developer,Junior,1-3 Yıl,Flutter,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:36:27.457,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:36:29.959,Machine Learning Engineer,Mid,1-3 Yıl,Python,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:36:50.339,UI/UX Designer,Mid,4-6 Yıl,Figma,Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:36:58.245,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Hybrid,300-1000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 21:38:06.922,Backend Developer,Mid,4-6 Yıl,"C# / .NET Framework, PHP / Laravel",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:39:07.939,Backend Developer,Senior,7-9 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:41:23.533,Backend Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Java / Spring",Yurtdışı,Remote,2000+,Euro,101.000 - 120.000 TL
2023-01-22 21:42:11.652,Backend Developer,Senior,4-6 Yıl,Python,Türkiye,Remote,10-30,Türk Lirası,41.000 - 45.000 TL
2023-01-22 21:42:15.748,Backend Developer,Junior,0-1 Yıl,"C# / .NET Framework, C / C++",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:43:12.701,Backend Developer,Junior,0-1 Yıl,"Javascript, PHP / Laravel",Türkiye,Hybrid,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:43:13.809,Frontend Developer,Junior,1-3 Yıl,"Vue, Javascript",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:43:46.567,Fullstack Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:44:44.861,Backend Developer,Junior,0-1 Yıl,NodeJS,Türkiye,Hybrid,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:44:46.085,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Vue, Javascript",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:47:56.927,Backend Developer,Senior,4-6 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,46.000 - 50.000 TL
2023-01-22 21:47:57.445,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, Vue, NodeJS, Javascript, PHP / Laravel",Türkiye,Remote,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:48:22.548,Mobile Developer,Tanımsız,7-9 Yıl,"Angular, C# / .NET Framework",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:48:31.538,Tasarımcı,Tanımsız,7-9 Yıl,"Figma, Adobe Apps",Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:50:24.330,Architect / Mimar,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-22 21:50:27.928,Frontend Developer,Senior,10+ Yıl,"React / NextJS, Javascript",Türkiye,Hybrid,100-300,Türk Lirası,36.000 - 40.000 TL
2023-01-22 21:50:32.718,Yönetici / Müdür,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:51:17.839,Data Analyst,Junior,1-3 Yıl,"Sql, Python",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:51:22.058,SR.QA,Senior,4-6 Yıl,Selenium,Türkiye,Hybrid,1000-2000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:52:00.937,Mobile Developer,Mid,4-6 Yıl,"Swift, Kotlin, Flutter",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:53:03.795,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, Javascript, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,61.000 - 65.000 TL
2023-01-22 21:53:50.991,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript, React Native",Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:54:13.346,Mobile Developer,Mid,1-3 Yıl,Swift,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:54:36.826,Mobile Developer,Mid,1-3 Yıl,React Native,Türkiye,Remote,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:54:51.416,Yönetici / Müdür,Senior,10+ Yıl,"Java / Spring, C# / .NET Framework, Swift",Yurtdışı,Hybrid,300-1000,Dolar,200.000+ TL
2023-01-22 21:55:00.188,Mobile Developer,Junior,0-1 Yıl,Flutter,Türkiye,Hybrid,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:56:05.750,BT Müfettişi ,Junior,0-1 Yıl,Yazılım ve donanım alanında az az bilgi sahibi olmak gerekiyor. Dikey bir uzmanlık ilk etapta aranmıyor. Bu sebeple bariz bir  alan uzmanlığı içermiyor. ,Türkiye,Hybrid,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:56:42.841,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,30-50,Türk Lirası,36.000 - 40.000 TL
2023-01-22 21:56:54.623,Backend Developer,Mid,4-6 Yıl,PHP / Laravel,Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:56:58.733,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Hybrid,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:57:25.547,Fullstack Developer,Senior,7-9 Yıl,"Javascript, C# / .NET Framework, PHP / Laravel, Swift, Flutter",Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:57:37.309,Fullstack Developer,Senior,4-6 Yıl,C# / .NET Framework,Türkiye,Hybrid,2000+,Türk Lirası,36.000 - 40.000 TL
2023-01-22 21:57:50.853,Fullstack Developer,Junior,0-1 Yıl,"Angular, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:58:08.667,Mobile Developer,Senior,10+ Yıl,"PHP / Laravel, Swift, Kotlin",Yurtdışı,Remote,0-10,Türk Lirası,46.000 - 50.000 TL
2023-01-22 21:58:09.838,Fullstack Developer,Mid,1-3 Yıl,"Angular, Java / Spring",Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:59:12.642,embedded,Junior,0-1 Yıl,C / C++,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-22 21:59:17.049,"Part-Time Frontend Dev. (Haftada 3 tam gün çalışıyorum, maaş 3 gün için, not yazacak alan bulamadım o sebeple :)) ",Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:59:24.137,Fullstack Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:59:38.727,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:01:42.102,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,41.000 - 45.000 TL
2023-01-22 22:02:03.743,Backend Developer,Senior,7-9 Yıl,Java / Spring,Yurtdışı,Remote,10-30,Türk Lirası,36.000 - 40.000 TL
2023-01-22 22:03:05.201,Game Developer / Oyun Geliştirici,Mid,0-1 Yıl,Unity,Türkiye,Hybrid,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:03:05.983,QA Engineer,Mid,1-3 Yıl,Selenium,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:03:08.145,Embedded Software,Mid,1-3 Yıl,"C / C++, Labview",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:03:52.595,Frontend Developer,Senior,10+ Yıl,"React / NextJS, Vue",Türkiye,Remote,10-30,Dolar,200.000+ TL
2023-01-22 22:03:54.968,Backend Developer,Senior,4-6 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
2023-01-22 22:03:57.213,Analist,Senior,4-6 Yıl,Tableau,Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:05:16.889,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Angular, Vue, NodeJS, Javascript",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:05:31.878,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 22:06:07.676,Data Scientist,Senior,4-6 Yıl,Python,Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-22 22:06:15.485,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:06:42.879,Frontend Developer,Tanımsız,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
2023-01-22 22:07:32.178,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, Java / Spring",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:09:32.542,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Java / Spring",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:10:14.932,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, Vue, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,36.000 - 40.000 TL
2023-01-22 22:10:52.984,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Hybrid,100-300,Türk Lirası,5000 - 10.000 TL
2023-01-22 22:11:36.133,Backend Developer,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 22:11:40.724,Fullstack Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:12:08.351,Backend Developer,Senior,10+ Yıl,"Javascript, PHP / Laravel",Türkiye,Hybrid,300-1000,Türk Lirası,41.000 - 45.000 TL
2023-01-22 22:13:35.974,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:14:11.831,Fullstack Developer,Mid,1-3 Yıl,PHP / Laravel,Türkiye,Remote,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 22:14:16.955,Mobile Developer,Junior,0-1 Yıl,Kotlin,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:14:29.821,Machine Learning Engineer,Junior,1-3 Yıl,Python,Yurtdışı,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:14:30.355,Data Scientist ,Junior,1-3 Yıl,Python ,Türkiye,Remote,1000-2000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:14:38.994,Backend Developer,Junior,0-1 Yıl,"Vue, NodeJS, Javascript, Java / Spring, Go",Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:14:43.509,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Angular, Java / Spring",Türkiye,Hybrid,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:15:07.643,Fullstack Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:15:15.056,Yönetici / Müdür,Senior,10+ Yıl,Figma,Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:16:00.590,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Türkiye,Remote,0-10,Dolar,51.000 - 55.000 TL
2023-01-22 22:16:59.706,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Angular, Javascript",Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:17:02.219,Backend Developer,Junior,0-1 Yıl,"React / NextJS, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:18:21.604,Fullstack Developer,Junior,1-3 Yıl,"Angular, Java / Spring",Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 22:20:19.115,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:20:29.981,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:20:40.452,Fullstack Developer,Senior,4-6 Yıl,"Javascript, Abap",Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:20:51.834,Backend Developer,Senior,7-9 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,50-100,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:22:44.610,Fullstack Developer,Mid,1-3 Yıl,"Javascript, Java / Spring",Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:22:50.875,Backend Developer,Junior,0-1 Yıl,"NodeJS, PHP / Laravel",Yurtdışı,Remote,10-30,Dolar,16.000 - 20.000 TL
2023-01-22 22:23:06.988,Mobile Developer,Junior,1-3 Yıl,Flutter,Türkiye,Hybrid,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:23:28.059,Fullstack Developer,Junior,0-1 Yıl,"Flutter, Html ",Türkiye,Hybrid,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 22:23:36.125,Data Analyst,Junior,1-3 Yıl,Python,Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:24:17.311,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,36.000 - 40.000 TL
2023-01-22 22:24:24.334,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:24:31.514,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:24:34.547,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:25:14.877,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:25:25.855,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,41.000 - 45.000 TL
2023-01-22 22:25:41.748,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:26:20.644,Backend Developer,Junior,1-3 Yıl,PHP / Laravel,Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 22:26:28.743,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,46.000 - 50.000 TL
2023-01-22 22:26:55.315,Fullstack Developer,Junior,0-1 Yıl,"Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:27:12.473,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Hybrid,50-100,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:27:31.046,Mobile Developer,Junior,0-1 Yıl,Flutter,Türkiye,Remote,0-10,Dolar,5000 - 10.000 TL
2023-01-22 22:27:57.559,Fullstack Developer,Mid,4-6 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:28:08.136,Frontend Developer,Mid,1-3 Yıl,Vue,Türkiye,Remote,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:28:20.072,Backend Developer,Mid,4-6 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:28:23.964,Mobile Developer,Junior,0-1 Yıl,Flutter,Türkiye,Remote,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:28:28.127,Fullstack SDET (Test Engineer),Senior,4-6 Yıl,"Javascript, Java / Spring, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:28:33.026,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, Angular, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:28:54.542,UI/UX Designer,Senior,10+ Yıl,Figma,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:28:54.929,Mobile Developer,Senior,4-6 Yıl,Kotlin,Yurtdışı,Yerinde / Ofiste,2000+,Zloty,56.000 - 60.000 TL
2023-01-22 22:29:15.158,Siber Güvenlik,Mid,4-6 Yıl,Python,Türkiye,Hybrid,1000-2000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:29:20.788,Backend Developer,Tanımsız,4-6 Yıl,PHP / Laravel,Türkiye,Remote,100-300,Türk Lirası,41.000 - 45.000 TL
2023-01-22 22:29:27.059,Backend Developer,Senior,7-9 Yıl,"Java / Spring, Kotlin",Türkiye,Remote,1000-2000,Türk Lirası,61.000 - 65.000 TL
2023-01-22 22:29:37.314,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Javascript, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:29:56.897,DevOps Engineer,Junior,0-1 Yıl,DevOps,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:32:06.846,QA Engineer,Junior,0-1 Yıl,"Javascript, Java / Spring",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:32:07.262,Fullstack Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework, PHP / Laravel",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:33:09.663,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:33:24.797,Project Manager,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:33:27.371,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:33:42.580,Fullstack Developer,Senior,10+ Yıl,"Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,36.000 - 40.000 TL
2023-01-22 22:34:38.620,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript, React Native, Figma",Türkiye,Hybrid,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:35:16.330,Project manager,Mid,1-3 Yıl,Productta kullanilan dilleri biliyorum ama coder degilim,Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:35:19.310,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,41.000 - 45.000 TL
2023-01-22 22:35:37.159,Fullstack Developer,Junior,0-1 Yıl,"C# / .NET Framework, Figma",Türkiye,Hybrid,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 22:35:41.637,Frontend Developer,Mid,0-1 Yıl,Javascript,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 22:36:39.709,Fullstack Developer,Mid,4-6 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,0-10,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:37:38.708,Backend Developer,Senior,10+ Yıl,"Vue, Java / Spring",Türkiye,Hybrid,0-10,Türk Lirası,31.000 - 35.000 TL
2023-01-22 22:37:42.518,DevOps Engineer,Junior,0-1 Yıl,Kubernetes,Türkiye,Remote,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 22:38:24.007,Frontend Developer,Senior,4-6 Yıl,Javascript,Yurtdışı,Remote,100-300,Dolar,81.000 - 90.000 TL
2023-01-22 22:39:11.741,Backend Developer,Senior,4-6 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 22:40:18.678,Backend Developer,Mid,4-6 Yıl,"NodeJS, Javascript",Türkiye,Remote,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 22:40:45.564,Mobile Developer,Mid,4-6 Yıl,"C# / .NET Framework, Kotlin",Türkiye,Hybrid,50-100,Türk Lirası,31.000 - 35.000 TL
2023-01-22 22:41:14.789,Backend Developer,Senior,10+ Yıl,"Angular, C# / .NET Framework",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,36.000 - 40.000 TL
2023-01-22 22:42:11.724,Backend Developer,Junior,0-1 Yıl,"NodeJS, AWS",Yurtdışı,Remote,2000+,Euro,21.000 - 25.000 TL
