Time,Position,Level,Experience,Technology,Location,Way_of_working,Employees_number,Salary_type,Salary
2023-01-23 11:55:54.343,Frontend Developer,Junior,0-1 Yıl,"Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-23 11:56:27.478,Fullstack Developer,Junior,1-3 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-23 11:56:53.404,Fullstack Developer,Senior,10+ Yıl,"NodeJS, Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,26.000 - 30.000 TL
2023-01-23 12:00:30.447,UI/UX Designer,Junior,1-3 Yıl,"Flutter, Figma",Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
2023-01-23 12:00:40.564,Marketing,Senior,7-9 Yıl,"Ads & InBound Marketing (Google, HubSpot, Meta, Apple)",Yurtdışı,Remote,1000-2000,Dolar,46.000 - 50.000 TL
2023-01-23 12:02:33.553,Backend Developer,Mid,1-3 Yıl,"C# / .NET Framework, pl/sql",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-23 12:02:59.870,Fullstack Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,16.000 - 20.000 TL
2023-01-23 12:08:57.764,Game Developer / Oyun Geliştirici,Senior,4-6 Yıl,C# / .NET Framework,Yurtdışı,Remote,300-1000,3000,61.000 - 65.000 TL
2023-01-23 12:09:28.219,Fullstack Developer,Mid,4-6 Yıl,"Vue, C# / .NET Framework, Flutter",Türkiye,Remote,10-30,Türk Lirası,26.000 - 30.000 TL
2023-01-23 12:09:57.279,Frontend Developer,Senior,4-6 Yıl,"Vue, Javascript, Figma",Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
2023-01-23 12:11:23.299,Backend Developer,Senior,10+ Yıl,Java / Spring,Yurtdışı,Hybrid,50-100,Euro,101.000 - 120.000 TL
2023-01-23 12:12:36.854,Fullstack Developer,Mid,4-6 Yıl,"Java / Spring, C# / .NET Framework, C / C++",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,26.000 - 30.000 TL
2023-01-23 12:12:57.629,Backend Developer,Senior,1-3 Yıl,Python / Flask,Yurtdışı,Remote,30-50,Dolar,61.000 - 65.000 TL
2023-01-23 12:13:39.495,Fullstack Developer,Senior,10+ Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,46.000 - 50.000 TL
2023-01-23 12:14:04.638,Fullstack Developer,Senior,7-9 Yıl,"Vue, C# / .NET Framework, React Native",Türkiye,Remote,0-10,Türk Lirası,41.000 - 45.000 TL
2023-01-23 12:14:28.480,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript, React Native",Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-23 12:15:07.358,Architect / Mimar,Senior,10+ Yıl,3D MAX & AUTOCAD,Türkiye,Hybrid,10-30,Türk Lirası,81.000 - 90.000 TL
2023-01-23 12:18:45.159,Mobile Developer,Senior,10+ Yıl,Swift,Türkiye,Remote,50-100,Türk Lirası,36.000 - 40.000 TL
2023-01-23 12:21:53.527,Data Analyst,Junior,0-1 Yıl,Python,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-23 12:23:43.595,Fullstack Developer,Mid,4-6 Yıl,"Angular, Javascript, C# / .NET Framework",Türkiye,Hybrid,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-23 12:23:54.853,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Hybrid,0-10,Türk Lirası,36.000 - 40.000 TL
2023-01-23 12:24:12.922,Makine mühendisi ,Tanımsız,0-1 Yıl,Solidworks ,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-23 12:25:08.936,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Vue, Javascript, PHP / Laravel",Türkiye,Remote,50-100,Türk Lirası,5000 - 10.000 TL
2023-01-23 12:27:04.164,Backend Developer,Mid,1-3 Yıl,PHP / Laravel,Türkiye,Hybrid,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-23 12:30:54.716,Fullstack Developer,Junior,1-3 Yıl,"Angular, C# / .NET Framework",Yurtdışı,Hybrid,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-23 12:31:28.296,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-23 12:33:56.302,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript, React Native",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-23 12:35:03.694,Mobile Developer,Senior,4-6 Yıl,Swift,Yurtdışı,Hybrid,50-100,Leva,61.000 - 65.000 TL
2023-01-23 12:37:28.191,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,21.000 - 25.000 TL
2023-01-23 12:43:05.160,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Golang",Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-23 12:44:29.531,Mobile Developer,Senior,7-9 Yıl,"NodeJS, Swift, Kotlin",Yurtdışı,Yerinde / Ofiste,1000-2000,Euro,66.000 - 70.000 TL
2023-01-23 12:46:37.487,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
2023-01-23 12:47:44.372,Frontend Developer,Tanımsız,0-1 Yıl,C / C++,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-23 12:47:54.794,Fullstack Developer,Junior,0-1 Yıl,"Angular, Java / Spring",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-23 12:49:06.682,Backend Developer,Junior,0-1 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,26.000 - 30.000 TL
2023-01-23 12:49:28.356,Mobile Developer,Mid,4-6 Yıl,Swift,Türkiye,Remote,50-100,Türk Lirası,31.000 - 35.000 TL
2023-01-23 12:51:58.470,Mobile Developer,Tanımsız,0-1 Yıl,Swift,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-23 12:55:06.740,Fullstack Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-23 12:57:37.514,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-23 12:58:06.971,Intern data engineer,Junior,0-1 Yıl,"Python, SQL, Rest APIs, Cloud",Türkiye,Hybrid,2000+,Türk Lirası,5000 - 10.000 TL
2023-01-23 12:58:49.425,Fullstack Developer,Senior,7-9 Yıl,"Vue, Java / Spring, PHP / Laravel",Yurtdışı,Remote,0-10,Türk Lirası,41.000 - 45.000 TL
2023-01-23 12:58:58.357,Data Analyst,Junior,1-3 Yıl,Python ,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-23 12:59:00.768,Frontend Developer,Senior,4-6 Yıl,"React / NextJS, React Native",Türkiye,Remote,50-100,Türk Lirası,51.000 - 55.000 TL
2023-01-23 12:59:01.198,Fullstack Developer,Mid,1-3 Yıl,Classic ASP,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-23 13:04:31.252,Fullstack Developer,Mid,1-3 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-23 13:10:36.653,Backend Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-23 13:11:49.553,Dwh bi developer,Junior,1-3 Yıl,Sql ssis powerbi Datastage cognos,Türkiye,Hybrid,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-23 13:15:48.918,Makine yazılımı otomasyonu (plc),Junior,0-1 Yıl,Siemens,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
2023-01-23 13:18:59.828,Backend Developer,Junior,0-1 Yıl,NodeJS,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-23 13:21:15.250,Mobile Developer,Junior,0-1 Yıl,"Javascript, Swift",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-23 13:32:20.582,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
2023-01-23 13:35:58.124,UI/UX Designer,Mid,1-3 Yıl,Figma,Türkiye,Hybrid,30-50,Türk Lirası,21.000 - 25.000 TL
2023-01-23 13:40:46.380,Fullstack Developer,Junior,1-3 Yıl,"Vue, Javascript, PHP / Laravel",Türkiye,Hybrid,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-23 13:46:48.296,Backend Developer,Mid,1-3 Yıl,"Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-23 13:47:34.228,Fullstack Developer,Junior,0-1 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-23 13:48:03.154,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-23 13:52:17.875,Backend Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework, Unity",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-23 13:55:30.020,Game Developer / Oyun Geliştirici,Mid,1-3 Yıl,"C# / .NET Framework, C / C++, Unity, Unreal",Türkiye,Hybrid,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-23 13:56:58.626,Data Analyst,Junior,0-1 Yıl,Python,Türkiye,Hybrid,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-23 14:04:00.099,Frontend Developer,Senior,4-6 Yıl,Angular,Türkiye,Hybrid,10-30,Türk Lirası,41.000 - 45.000 TL
2023-01-23 14:05:38.132,Frontend Developer,Senior,7-9 Yıl,"Angular, Vue, NodeJS, Javascript, C# / .NET Framework, PHP / Laravel, React Native, C / C++, Unity, Unreal",Türkiye,Hybrid,100-300,Türk Lirası,5000 - 10.000 TL
2023-01-23 14:14:44.338,Backend Developer,Mid,4-6 Yıl,NodeJS,Yurtdışı,Remote,2000+,Sterlin,91.000 - 100.000 TL
2023-01-23 14:16:54.165,Backend Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework, Golang",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-23 14:20:00.829,Fullstack Developer,Senior,4-6 Yıl,"Javascript, PHP / Laravel",Türkiye,Remote,10-30,Türk Lirası,31.000 - 35.000 TL
2023-01-23 14:22:31.493,Backend Developer,Mid,1-3 Yıl,C / C++,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-23 14:23:56.737,Qa,Senior,4-6 Yıl,Qa,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-23 14:28:14.848,UI/UX Designer,Mid,1-3 Yıl,Figma,Yurtdışı,Remote,10-30,Dolar,31.000 - 35.000 TL
2023-01-23 14:28:31.584,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Vue, Javascript",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-23 14:31:59.733,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Remote,1000-2000,Türk Lirası,16.000 - 20.000 TL
2023-01-23 14:32:01.668,DevOps Engineer,Junior,0-1 Yıl,"Java / Spring, Python ",Türkiye,Hybrid,1000-2000,Türk Lirası,16.000 - 20.000 TL
2023-01-23 14:37:35.395,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
2023-01-23 14:39:22.629,Backend Developer,Junior,1-3 Yıl,PHP / Laravel,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-23 14:41:34.800,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-23 14:43:19.394,Sql developer,Junior,0-1 Yıl,Sql,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-23 14:45:35.592,Game Developer / Oyun Geliştirici,Mid,1-3 Yıl,"Java / Spring, Unity, Unreal",Türkiye,Hybrid,30-50,Türk Lirası,16.000 - 20.000 TL
2023-01-23 14:55:39.137,Fullstack Developer,Mid,1-3 Yıl,"Vue, Javascript, PHP / Laravel",Türkiye,Remote,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-23 14:55:41.581,Yönetici / Müdür,Senior,10+ Yıl,Kubernetes,Yurtdışı,Remote,100-300,Euro,121.000 - 150.000 TL
2023-01-23 15:03:09.064,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Remote,100-300,Türk Lirası,5000 - 10.000 TL
2023-01-23 15:11:17.726,QA,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,51.000 - 55.000 TL
2023-01-23 15:14:50.996,I.T Recruiter ,Mid,1-3 Yıl,Kariyer portalları,Türkiye,Hybrid,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-23 15:32:15.627,Frontend Developer,Senior,7-9 Yıl,"Angular, Javascript, Unity",Türkiye,Hybrid,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-23 15:32:33.615,Yönetici / Müdür,Mid,10+ Yıl,"React / NextJS, NodeJS",Yurtdışı,Remote,2000+,CAD,71.000 - 80.000 TL
2023-01-23 15:35:07.692,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,0-10,Türk Lirası,46.000 - 50.000 TL
2023-01-23 15:35:30.662,Fullstack Developer,Senior,10+ Yıl,"Angular, C# / .NET Framework, Flutter",Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
2023-01-23 15:37:05.137,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, C# / .NET Framework, PHP / Laravel, React Native",Türkiye,Remote,10-30,Türk Lirası,31.000 - 35.000 TL
2023-01-23 15:40:25.453,Fullstack Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework, Abp Framework, DevExtreme",Türkiye,Hybrid,50-100,Türk Lirası,5000 - 10.000 TL
2023-01-23 15:43:29.119,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,0-10,Dolar,91.000 - 100.000 TL
2023-01-23 15:45:22.825,Backend Developer,Mid,1-3 Yıl,"Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,26.000 - 30.000 TL
2023-01-23 16:01:47.169,Data Analyst,Junior,0-1 Yıl,python,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-23 16:02:25.199,Fullstack Developer,Senior,7-9 Yıl,"Angular, C# / .NET Framework",Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,31.000 - 35.000 TL
2023-01-23 16:15:40.123,Backend Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-23 16:22:06.429,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-23 16:26:40.477,Fullstack Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-23 16:31:59.399,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Javascript, Java / Spring, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,66.000 - 70.000 TL
2023-01-23 16:33:58.306,Fullstack Developer,Senior,7-9 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-23 16:39:35.917,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript, PHP / Laravel",Türkiye,Hybrid,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-23 16:41:04.010,Backend Developer,Mid,4-6 Yıl,"C# / .NET Framework, Al",Yurtdışı,Remote,100-300,Euro,21.000 - 25.000 TL
2023-01-23 16:43:15.704,Backend Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-23 16:44:06.441,DevOps Engineer,Junior,0-1 Yıl,"Docker, kubernetes, GCP, Jenkins, Bash scripting, linux",Yurtdışı,Yerinde / Ofiste,300-1000,Euro,51.000 - 55.000 TL
2023-01-23 16:46:50.754,Backend Developer,Junior,0-1 Yıl,NodeJS,Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-23 16:54:48.457,Backend Developer,Mid,1-3 Yıl,Go,Türkiye,Hybrid,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-23 16:55:07.210,Frontend Developer,Mid,4-6 Yıl,React / NextJS,Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
2023-01-23 16:57:25.564,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-23 16:57:25.887,Siber Güvenlik Uzmanı,Senior,10+ Yıl,"Vulnerability Management, DevSecops, Penetration Testing",Türkiye,Remote,300-1000,Türk Lirası,91.000 - 100.000 TL
2023-01-23 17:01:13.514,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, Angular, Vue, NodeJS, Javascript, C# / .NET Framework, PHP / Laravel, Flutter",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,46.000 - 50.000 TL
2023-01-23 17:02:01.155,Backend Developer,Mid,1-3 Yıl,NodeJS,Türkiye,Remote,2000+,Türk Lirası,36.000 - 40.000 TL
2023-01-23 17:10:39.042,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-23 17:11:21.752,Backend Developer,Senior,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,1000-2000,Türk Lirası,31.000 - 35.000 TL
2023-01-23 17:14:54.778,Backend Developer,Junior,1-3 Yıl,Go,Türkiye,Remote,30-50,Türk Lirası,16.000 - 20.000 TL
2023-01-23 17:16:42.258,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-23 17:19:34.851,Fullstack Developer,Mid,1-3 Yıl,"Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-23 17:20:53.109,Fullstack Developer,Tanımsız,4-6 Yıl,"React / NextJS, Angular, NodeJS, Javascript, C / C++, Python, Go",Türkiye,Hybrid,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-23 17:23:15.197,Data Analyst,Mid,1-3 Yıl,Python,Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-23 17:27:21.539,Frontend Developer,Junior,0-1 Yıl,Vue,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-23 17:44:19.820,Sosyal Medya Uzmanı,Tanımsız,1-3 Yıl,Sosyal Medya,Yurtdışı,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-23 17:46:06.521,Backend Developer,Junior,1-3 Yıl,PHP / Laravel,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-23 17:48:24.317,Backend Developer,Junior,4-6 Yıl,Python,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-23 17:51:34.027,Backend Developer,Junior,0-1 Yıl,PHP / Laravel,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-23 18:08:19.518,Backend Developer,Senior,10+ Yıl,PHP / Laravel,Yurtdışı,Remote,1000-2000,Euro,71.000 - 80.000 TL
2023-01-23 18:13:44.501,Backend Developer,Mid,1-3 Yıl,Plsql,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
2023-01-23 18:19:55.637,Fullstack Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-23 18:20:12.483,Project Manager,Junior,1-3 Yıl,Figma,Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,11.000 - 15.000 TL
2023-01-23 18:26:55.772,Game Developer / Oyun Geliştirici,Senior,4-6 Yıl,Unity,Türkiye,Remote,0-10,Türk Lirası,26.000 - 30.000 TL
2023-01-23 18:30:29.812,Game Developer / Oyun Geliştirici,Senior,4-6 Yıl,Unity,Türkiye,Remote,0-10,Türk Lirası,31.000 - 35.000 TL
2023-01-23 18:33:24.008,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, C# / .NET Framework",Yurtdışı,Remote,0-10,Euro,61.000 - 65.000 TL
2023-01-23 18:43:33.710,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
2023-01-23 18:49:15.158,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Angular, NodeJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,300-1000,Türk Lirası,31.000 - 35.000 TL
2023-01-23 18:51:02.195,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-23 18:53:59.546,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-23 18:57:16.471,Mobile Developer,Senior,7-9 Yıl,Javascript,Yurtdışı,Remote,50-100,Dolar,151.000 - 200.000 TL
2023-01-23 19:08:21.464,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, Kotlin, Django, Servicenow, Typescript",Türkiye,Remote,300-1000,Dolar endeksli Türk lirası(2 ayda bir dolara göre zam),46.000 - 50.000 TL
2023-01-23 19:12:01.901,Game Developer / Oyun Geliştirici,Junior,1-3 Yıl,Unity,Türkiye,Remote,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-23 19:44:22.227,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-23 19:45:03.535,Mobile Developer,Junior,1-3 Yıl,Kotlin,Türkiye,Remote,0-10,Türk Lirası,26.000 - 30.000 TL
2023-01-23 19:47:41.091,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,30-50,Türk Lirası,11.000 - 15.000 TL
2023-01-23 19:49:18.844,Analist,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-23 20:06:49.348,Frontend Developer,Senior,10+ Yıl,"React / NextJS, Vue, NodeJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,10-30,Euro,36.000 - 40.000 TL
2023-01-23 20:19:20.629,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, React Native",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-23 20:38:01.029,Backend Developer,Junior,1-3 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,26.000 - 30.000 TL
2023-01-23 20:41:09.281,Yönetici / Müdür,Tanımsız,0-1 Yıl,Jira office programları vs ,Türkiye,Remote,30-50,Türk Lirası,5000 - 10.000 TL
2023-01-23 20:50:50.111,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-23 20:51:44.643,Data Analyst,Mid,1-3 Yıl,"SPSS,SQL, POWER BI",Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-23 20:58:28.907,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,46.000 - 50.000 TL
2023-01-23 21:02:39.349,P,Mid,1-3 Yıl,Jira,Türkiye,Hybrid,2000+,Türk Lirası,36.000 - 40.000 TL
2023-01-23 21:16:13.269,Backend Developer,Mid,10+ Yıl,Java / Spring,Yurtdışı,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-23 21:26:08.803,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Yurtdışı,Remote,300-1000,Dolar,61.000 - 65.000 TL
2023-01-23 21:26:21.344,Backend Developer,Senior,10+ Yıl,Java / Spring,Türkiye,Hybrid,10-30,Türk Lirası,41.000 - 45.000 TL
2023-01-23 21:31:32.611,Fullstack Developer,Senior,4-6 Yıl,PHP / Laravel,Türkiye,Remote,50-100,Türk Lirası,46.000 - 50.000 TL
2023-01-23 22:12:01.359,Yönetici / Müdür,Senior,4-6 Yıl,Angular,Türkiye,Hybrid,10-30,Türk Lirası,26.000 - 30.000 TL
2023-01-23 22:26:15.814,Koordinatör,Senior,4-6 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-23 23:06:44.845,Embedded,Senior,10+ Yıl,"C# / .NET Framework, C / C++",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,31.000 - 35.000 TL
2023-01-23 23:19:15.444,DevOps Engineer,Junior,0-1 Yıl,Sql-oracle,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-23 23:45:41.981,Analist,Mid,7-9 Yıl,Linux/shell,Türkiye,Hybrid,2000+,Türk Lirası,56.000 - 60.000 TL
2023-01-24 00:02:12.448,Frontend Developer,Senior,10+ Yıl,"React / NextJS, Angular, Javascript, C# / .NET Framework, PHP / Laravel, Figma",Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,26.000 - 30.000 TL
2023-01-24 00:02:27.687,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,10-30,Türk Lirası,26.000 - 30.000 TL
2023-01-24 00:24:31.258,Test Otomasyon,Mid,1-3 Yıl,Java,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-24 00:34:31.016,Fullstack Developer,Mid,4-6 Yıl,"Angular, Java / Spring",Türkiye,Remote,10-30,Türk Lirası,46.000 - 50.000 TL
2023-01-24 00:43:13.059,Backend Developer,Junior,0-1 Yıl,"React Native, Kotlin, C / C++",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-24 01:06:41.177,Mobile Developer,Senior,7-9 Yıl,"Java / Spring, Kotlin",Yurtdışı,Remote,1000-2000,Euro,46.000 - 50.000 TL
2023-01-24 01:12:44.296,Yönetici / Müdür,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript, PHP / Laravel, Ruby",Türkiye,Hybrid,1000-2000,Türk Lirası,81.000 - 90.000 TL
